track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
number 2,Number 2 / Never Last,lil tecca,2024-05-03,USUM72404634,2914,25.8,20742763.0,3204,22484728,,,,,,,,11,33,4,1,296367,6,326922,83,721526,,,1
tuesday (feat. drake),Tuesday (feat. Drake),ilovemakonnen,2014-09-01,USWB11402508,2912,25.8,242892279.0,50948,9808482,56,11099856,107229,66764,15206207,106882417,75417,6,30,,5,2005,15,395833412,482127,105948813,1544862,,1
killshot,Killshot,eminem,2018-09-19,USUM71814876,2920,25.8,415971193.0,67750,12353206,66,596108481,7991689,22969,10336311,119866465,24772235,7,496,,4,290313,11,178229694,110006,,507667,,1
cartï¿½ï¿½o b,Cartï¿½ï¿½o B,mc caverinha,2023-05-11,BRRGE2300377,2917,25.8,143421339.0,23431,7023908,63,108239669,1037417,40500,12310702,125638371,5015995,6,449,,14,399034,10,,,,75108,,0
jai jai shivshankar (the unwind mix),The Unwind Mix,benny dayal,2022-05-07,INY092200047,2945,25.7,6355.0,1,12,,490930106,2737821,,,,1252385,,,,,,,,,,,,0
fuck niggaz,Fuck Niggaz,youngboy never broke again,2024-02-06,USUG12400657,2937,25.7,11393565.0,3743,3570364,,8173541,207558,,,,1879137711,1,8,1,,,,2623375,880,4469045,169424,,1
drama (feat. drake),Exis,roy woods,2015-07-31,USWB11508706,2932,25.7,497826683.0,86867,18364841,64,83526342,699022,100693,22169211,178226220,448347,4,231,8,8,8559,2,,,137005114,1308034,,1
entre nosotros,Entre Nosotros,tiago pzk,2021-07-08,ARGT32100004,2935,25.7,472107491.0,65462,8388402,63,221630313,1721936,121905,37557078,295962547,,25,5418,31,4,19286,7,1413561,2071,,1367342,,0
lucky you (feat. joyner lucas),Kamikaze,eminem,2018-08-31,USUM71813334,2944,25.7,709560621.0,98164,26325717,68,478624672,5771617,3776,1994779,19887287,5774727,48,1798,15,15,282597,19,138039395,45377,3163011,1461359,,1
fruto,en dormir sin Madrid,bizarrap,2023-10-03,UYB282301044,2938,25.7,188131570.0,21455,9973821,,23791636,267266,3639,867907,13208632,1485906,3,2131,,6,28215,20,21481,118,,205456,,0
bandana,Bandana,fireboy dml,2022-07-13,USUYG1433884,2934,25.7,118971684.0,31855,4511954,63,14545093,88499,1215978,15330860,169166011,,53,8313,6,6,462602,29,2603667,748,,3424214,,1
the perfect pair,Beatopia,beabadoobee,2022-07-15,GBK3W2202093,2936,25.7,230129740.0,56091,10688364,72,34590747,614842,93552,53961135,369833975,4625790,13,25825,131,3,16868,17,479950,1776,3697209,409448,,0
f.n.f. (let's go),F.N.F. (Let's Go) - Single,hitkidd,2022-05-03,QZRD92201643,2948,25.7,68460285.0,16340,2772856,54,107349472,1053855,75908,44299693,301331608,475299208,21,168821,976,1,891,30,,,8529821,676048,,1
falling angel,Falling Angel,hctm,2022-08-13,SGB502232845,2942,25.7,72997.0,79,42003,14,32345,813,2800259,54293951,1159454840,,,,,,,,,,,10193,,0
sofia,Sofia,clairo,2019-07-26,US4HB1900086,2946,25.7,728920951.0,143829,36926488,74,168855750,2336018,107125,55770176,313505897,72209,75,37776,179,20,128326,63,9827957,20739,,1829791,,0
speed drive (from barbie the album),Speed Drive (From Barbie The Album),charli xcx,2023-06-29,USAT22306163,2943,25.7,222975612.0,22763,17412929,67,22571591,343660,163194,71994032,770931522,13940,,20572,821,12,221955,,7051002,3762,,,,0
a n x i e t y (feat. doechii),Boy Meets World,sleepy hallow,2023-09-15,USRC12202650,2939,25.7,63607535.0,28203,6565433,,7769494,107161,7102,2436874,21062791,,6,9892,441,14,181610,20,2021815,746,,288746,,1
forever,Euphoria (Original Score from the HBO Series),labrinth,2019-10-04,USQX91902499,2949,25.7,321892912.0,74664,17317980,62,71926168,1129180,3600000,905260724,11338513351,2223763,16,285,162,11,38455,3,1993633,4777,,2306775,,0
slut me out 2,SLUT ME OUT 2,nle choppa,2024-04-12,USWB12401318,2947,25.7,21488710.0,2617,7228064,72,,,,329169,2503565,,11,812,,2,55279,18,702427,2091,1623733,116381,,1
he ya pyar sajena,He Ya Pyar Sajena,toadi,2022-09-30,SGB502283597,2941,25.7,3574.0,3,20,1,,,2605592,7545187,312937612,,,,,,,,,,,1260,,0
silent hill,Mr. Morale & The Big Steppers,kendrick lamar,2022-05-13,USUM72208981,2933,25.7,151507054.0,63279,7054692,63,46312741,658950,4105,2019515,19198685,299341436,24,53408,663,4,44675,22,34835337,5706,,641828,,1
the autotrem 1.0,The Autotrem 1.0 - Single,dj rick 013,2023-06-08,QM3DF2224166,2950,25.7,45821951.0,10088,13570884,63,30710090,461516,924639,47616112,637314253,,2,,,,,,,,,404939,,0
revenge,Revenge,xxxtentacion,2017-05-18,USUYG1142409,2955,25.6,1356969354.0,13248,2447818,53,74514608,1012321,,,,212,6,,,,,,,,120102744,,,1
attention,NewJeans 1st EP 'New Jeans',newjeans,2022-08-01,USA2P2230221,2962,25.6,384965888.0,32389,10240290,72,174618135,3601820,107394,93982619,745435770,193192586,18,4715,16,2,2400,13,731316,1227,,378304,,0
spring snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10cm,2024-05-14,KRA492400665,2968,25.6,18800716.0,1180,12952009,73,7398997,168846,,,,,12,52,,,,,4319,12,,193276,,0
tshwala bam (feat. s.n.e) - remix,Tshwala Bam (feat. S.N.E) [Remix],titom,2024-05-12,ZA56E2416068,2957,25.6,13092462.0,1818,13699750,75,,,,,,,46,1286,,11,470272,38,218056,194,,468483,,0
halls na lï¿½ï¿½,Halls na Lï¿½ï¿½,kadu martins,2023-03-24,BRTS22300004,2969,25.6,150516046.0,13034,10626005,63,146315225,673901,288400,23319532,269119367,225214,6,,,19,847205,5,,,,,,0
21 reasons (feat. ella henderson),21 Reasons (feat. Ella Henderson),nathan dawe,2022-04-29,GBAHS2200261,2964,25.6,305830522.0,49204,75701853,70,33342986,195870,9907,3779521,88167309,2477288175,88,130577,,44,784381,30,136071,182,,1765444,,0
yeshua (dance cruise),YESHUA (dance cruise) - Single,dj bentoa,2023-04-22,QZHNB2325204,2975,25.6,4546579.0,2741,77751,3,2359297,31587,1500000,12810334,242636617,,2,48,,,,,,,,1189899,,0
zaalim,Zaalim,badshah,2024-02-24,INS182400465,2966,25.6,7682285.0,243,651177,,63874916,507287,,,,308909728,,10,,,,11,,,,26541,,0
aa,Aa,roach killa,2023-09-28,GBMW42301521,2963,25.6,22552299.0,1850,2721792,,136381379,1340784,,,,946681826,,678,,,,5,,,,180207,,0
rojo,Rojo,j balvin,2020-02-27,USUM72001732,2970,25.6,606603985.0,69772,18110265,68,411037239,3771065,220606,11033545,118448922,44214850,117,27391,470,48,398594,16,33865711,7931,,1148458,,0
wonder,Wonder,shawn mendes,2020-10-02,USUM72018522,2965,25.6,595220757.0,70162,30030265,63,147218521,3004385,240319,98444287,783096025,37319723,123,150637,207,28,959405,46,37981648,14822,,1620195,,0
search bar,Search Bar,nani,2023-03-17,GBMJG2304014,2971,25.6,6610.0,15,122,,291003266,1151687,,,,34,,4,,,,,,,,11,,0
muï¿½ï¿½ekita (with el alfa & jt from city gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,kali uchis,2023-08-04,USUM72311229,2967,25.6,96105220.0,17341,10481728,60,40245884,594327,253268,62889421,531122265,82583,16,2188,69,16,179869,44,1583340,1130,742848,443624,,1
midnight city,"Hurry Up, We're Dreaming",m83,2011-01-01,GB55H1100002,2954,25.6,1081517243.0,260318,54789811,72,82397805,1125466,198377,93354945,1010922723,1793433,171,76348,154,101,813923,65,593332165,435775,,14591951,,0
better together,What You See Is What You Get,luke combs,2019-11-08,US6XF1800183,2953,25.6,356603747.0,49050,9648670,69,177522757,963031,230846,40924132,290236180,241022862,22,191240,30,3,5860,17,226949796,90020,,1161234,,0
sal y perrea,42,sech,2021-04-15,QM9WM2100010,2952,25.6,266525796.0,49242,13991180,57,195376978,1221210,1345600,137030763,1268200579,8141977,37,12713,23,8,36046,17,19618476,3164,,647891,,0
idgaf (feat. chris brown and mariah the scientist),Tee's Coney Island,tee grizzley,2023-11-02,USAT22311000,2973,25.6,20520983.0,65,29213,,,,,,,,1,130720,,,,,,,,,,0
drunk text,drunk text,henry moodie,2023-01-27,GBARL2202513,2961,25.6,238841927.0,21346,34578100,81,116840454,948904,20779,4155809,75170850,472723306,25,10016,3,14,191813,16,156080,275,,705603,,0
una noche en medellï¿½ï¿½n - r,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,karol g,2023-08-10,USUG12305258,2959,25.6,192439879.0,16960,28438488,73,53961405,347263,84218,8041478,134541936,,14,,,13,2464704,12,9220102,1150,,213623,,1
ginza,Ginza,j balvin,2015-06-23,MXUM71501907,2974,25.6,521328627.0,64734,21473531,70,1067816466,5198462,33185,18603137,122727381,257780993,125,18715,519,54,929374,59,221490314,134205,,8748575,,0
hari hari odhani,Hari Hari Odhani,pawan singh,2022-11-04,INS7A2268218,2960,25.6,35308201.0,954,297281,58,344702201,2125668,3992,67043,825399,,,,,,,,,,,,,0
am remix,AM Remix,nio garcia,2021-06-24,QMBZ92185047,2956,25.6,571325612.0,91249,39134041,66,71477120,340270,50,995,20390,,89,20797,11,19,298331,61,47749041,6786,,833419,,1
baby me atende,Baby Me Atende,matheus fernandes,2021-02-26,BRWNV2100001,2951,25.6,258464933.0,26029,9231717,50,544475392,2878528,140939,9191410,150293932,243981722,36,9835,,41,371980,6,,,,289070,,0
hello koun,Hello Koun,ritesh pandey,2019-12-09,INT501947392,2972,25.6,4078322.0,178,28394,18,987792547,3856264,38386,947262,10568686,23808458,,,,,,,,,,14707,,0
la jeepeta,La Jeepeta,nio garcia,2020-01-02,QMFMF1907946,2958,25.6,80772450.0,17494,2936226,45,863475923,3921294,10800,3668888,24174846,15003867,3,3529,,2,208,31,6217592,8328,,237885,,1
jumpman,What A Time To Be Alive,drake,2015-09-20,USCM51500300,2994,25.5,820380309.0,115960,29602345,64,148373482,954330,1239950,5335752,33118908,1390247,187,12214,16,34,272333,31,610262729,303867,,2988035,,1
creatures in heaven,Creatures In Heaven,glass animals,2024-04-03,GBUM72310164,2979,25.5,18564601.0,3063,11762071,,1512853,39971,,,,17203895,38,20218,3,27,327799,42,1071295,313,88252,120498,,0
die,die,lucidbeatz,2023-03-03,QZTLA2301933,2991,25.5,28779088.0,5564,1998350,61,2872410,63751,1711764,155337385,1580363321,,,,,,,,,,,9429,,0
late at night,Late At Night,roddy ricch,2021-06-04,USAT22102236,2990,25.5,257661585.0,97161,10116206,56,23225337,276490,48458,21485493,187075625,668848,102,14552,559,16,101316,25,93599614,18917,,1681335,,1
blank space (taylor's version),1989 (Taylor's Version),taylor swift,2023-10-26,USUG12306673,2992,25.5,177731392.0,12908,25416651,,15781241,283039,22100,1905153,20466555,,53,18711,,4,407207,48,8616929,4491,,194854,,0
dancing in my room,Dancing in My Room,347aidan,2020-10-26,USQX92004785,2976,25.5,335188091.0,86549,11975787,61,122687107,2529521,1154302,413677323,3434097182,1051743,54,5455,119,9,18086,,7989935,19258,,1709213,,1
wild ones (feat. sia),Good Feeling EP,flo rida,2011-01-01,USAT21104103,2983,25.5,886640358.0,144242,105513240,76,692934603,2793210,12066,6695657,42235895,144148651,86,89328,42,37,92831,23,530020329,605944,,7133253,,0
heartless (feat. morgan wallen),Heartless (feat. Morgan Wallen),diplo,2019-08-16,USSM11905215,2977,25.5,548333714.0,58410,13060330,77,191331224,1256178,91540,32004747,256819834,2267674,35,19,26,6,138828,28,252841658,89920,12131149,952624,,1
cake,KILL MY DOUBT,itzy,2023-07-31,US5TA2300075,2981,25.5,73213687.0,7423,2784630,62,132379481,1601412,66945,57624378,348717938,58113305,8,626,11,3,83410,15,222663,542,,142388,,0
i am woman,I AM WOMAN,emmy meli,2021-11-19,USAR12100239,2993,25.5,257984057.0,57742,17194990,62,23407759,341367,952346,229098695,2037905390,1964603664,28,36218,455,18,41161,6,18267210,12861,,1967790,,1
thunder y lightning,nadie sabe lo que va a pasar maï¿½ï¿,bad bunny,2023-10-13,QMFME2364198,2988,25.5,96595281.0,22799,6473640,,23983245,280298,,,,,12,319,,,,11,2420053,347,,125371,,1
evergreen (you didnï¿½ï¿½ï¿½t deserve me a,Ivory,omar apollo,2022-04-08,USWB12200423,2986,25.5,331332225.0,63568,40680913,71,48857418,519822,231208,151059649,1181420700,128639662,60,22823,192,28,891836,25,1824815,4330,,1380833,,0
personal,Talk To Ya - EP,hrvy,2017-11-30,GBUM71705474,2987,25.5,314089265.0,33163,7584060,58,355189118,4288854,5531271,130863210,940593293,11901853,18,266,1,7,42915,,10422977,53403,,1039052,,0
lionheart (fearless),Lionheart (Fearless),joel corry,2022-10-21,GBAHS2201155,2985,25.5,110545738.0,19914,24272196,62,23040928,130379,1731,355693,6584480,87589134,55,201798,40,26,644909,15,132408,150,494533,1431373,,0
nevermind,Nevermind,dennis lloyd,2016-12-05,USHM91642610,2980,25.5,968235402.0,159175,41317887,72,180977641,1207787,131,341500,5826772,20333193,114,59912,55,69,468422,4,215378255,114053,,9293567,,0
needle (feat. drake),Pink Friday 2,nicki minaj,2023-12-08,USUM72318690,2982,25.5,70351205.0,16234,8057395,,5380786,100456,,180200,1100000,277434171,19,14774,3,23,1126860,8,2325746,791,,361943,,1
dale don dale,Dale Don Dale,elmusto,2024-05-17,TRADS2300163,2978,25.5,14289955.0,745,4805106,71,10933199,73479,,,,,4,268,,2,16378,,,,,61976,,0
slow hands,Slow Hands,niall horan,2017-05-04,USUG11700631,2989,25.5,946043494.0,75100,29425699,70,304206080,3528279,517581,15059403,93693477,16315478,111,85404,334,29,88210,35,267765362,180778,9334619,4873266,,0
i wrote the book,3 Songs At A Time Sampler,morgan wallen,2023-01-31,USUG12300808,2984,25.5,140137839.0,23619,2972229,64,22406782,129416,19912,4142242,47494771,,19,1377,39,,,4,119778007,13739,1538268,157892,,0
it's plenty,"Love, Damini",burna boy,2022-07-01,USAT22205418,3000,25.4,134909945.0,52025,5536233,62,84020549,655144,186414,18776554,282521651,37145932,62,10146,6,4,365034,7,3633343,1424,,2366651,,1
sneaky,american dream,21 savage,2024-01-12,USSM12309176,3005,25.4,54062895.0,14363,8542239,,8912416,129552,,,,,22,623,,8,29006,1,4770909,1057,,101226,,1
magnolia,Playboi Carti,playboi carti,2017-04-14,USUM71703095,3002,25.4,834795353.0,187620,29767336,73,282798008,3373020,39692,13117729,111426969,12788481,160,660,71,46,137569,11,97823320,75679,,2953341,,1
moletom,MOLETOM - Single,luan pereira,2023-06-29,BCX5C2300009,3004,25.4,139669652.0,9634,9093959,39,138602281,827735,,,,987706018,2,2096,,17,653104,15,,,408206,52401,,0
now that we don't talk (taylor's version) (from the vault),1989 (Taylor's Version),taylor swift,2023-10-26,USUG12306689,2999,25.4,269790122.0,15686,16083942,,15244891,196230,,6869584,66176311,1052734147,7,3068,100,2,16245,28,5065425,3774,,194561,,0
hot n cold,NOW 29,katy perry,2008-01-01,USCA20802544,2998,25.4,886077008.0,154757,77671100,69,1332106664,6819005,1577918,214177361,2238389974,1586859597,80,221043,248,55,533088,17,323997472,217322,,6740918,,0
matilda,Harry's House,harry styles,2022-05-20,USSM12200615,3003,25.4,502585349.0,64618,37636137,72,50100652,768251,98069,68560234,395014106,1946706640,33,3342,80,23,510201,22,2630860,4181,,377249,,0
why'd you only call me when you're high?,Why''d You Only Call Me When You''re High?,arctic monkeys,2013-01-01,GBCEL1300370,3008,25.4,1687828519.0,272010,71727595,80,527397003,5344645,8490,8308615,45596295,16319566,69,14702,349,43,280766,26,121399211,37985,,3369366,,0
beauty and a beat,Believe,justin bieber,2012-01-01,USUM71205367,3001,25.4,827079737.0,123017,55637959,74,1187480897,7482380,67246,56945911,401762489,268560558,47,11347,176,22,267255,18,197359592,354980,,5366746,,0
girl like me,Translation,black eyed peas,2020-06-18,USSM12003821,2996,25.4,529297852.0,818,139276,29,791895421,5811346,,,,1758509489,21,,,1,3985,,,,,,,0
khalasi | coke studio bharat,Khalasi | Coke Studio Bharat,aditya gadhvi,2023-07-05,INUM72300746,2995,25.4,45526343.0,6003,1405864,59,159627251,2001280,29800,1623490,34961102,,2,355,,,,9,792,72,,389827,,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý feat.iivy b,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,THSOH2206117,3006,25.4,9045662.0,2307,416469,39,,,2800000,137742080,1523347880,,1,,,,,,,,,28399,,0
chyba ï¿½ï¿½e z t,Chyba ï¿½ï¿½e z T,modelki,2024-04-04,PLUM72400116,3010,25.4,20661452.0,1206,2480648,69,30566261,214059,,,,,3,779,,1,106258,,,,,88150,,0
never be the same,Never Be the Same,camila cabello,2017-12-17,USSM11710323,2997,25.4,862685616.0,66559,20300133,71,508394938,5627488,178251,89611820,665573579,248165435,97,46424,147,39,233523,35,188914960,64768,,9248151,,0
if i can't have you,Shawn Mendes (Deluxe),shawn mendes,2018-05-25,USUM71907349,3007,25.4,1015502663.0,82046,26967760,67,290850550,4987421,30575,20265254,102264948,312559844,111,171291,404,38,385715,56,199577088,73005,330177,3403391,,0
chica ideal,Chica Ideal,sebastian yatra,2020-10-16,USUM72017740,3009,25.4,494889776.0,54042,14455796,63,369062658,2399193,340064,36220539,308973919,9444521,72,36197,204,27,238843,24,2222494,1673,,1193044,,0
august,folklore,taylor swift,2020-07-24,USUG12002842,3016,25.3,1101296591.0,84267,76240482,79,143962401,1331866,640459,106537532,779402493,7241031,50,2616,9,16,358706,30,10172679,11371,,909574,,0
doomsday,Doomsday,juice wrld,2023-06-23,USUG12303674,3019,25.3,78001581.0,40820,8704480,60,,,,,,,9,1246,,3,113494,12,8503111,1335,,163078,,1
body moving,Body Moving,eliza rose,2023-11-17,GBARL2301617,3015,25.3,40047588.0,9525,44892824,,2471348,25676,,,,58903948,44,73088,355,55,722222,35,379697,93,,,,0
fancy,FANCY YOU,twice,2019-04-22,US5TA1900042,3012,25.3,475639302.0,35569,9534989,67,816491835,8286772,211996,68075809,423648556,62906856,21,1196,11,12,186185,11,4175243,7628,,462489,,0
modern jam,UTOPIA,travis scott,2023-07-28,USSM12305006,3023,25.3,104724143.0,33500,4843707,65,19688739,200663,2553,1537450,99508915,,8,225,,11,204862,9,238041,663,,101264,,1
i'm an albatraoz,Full Circle: The Live Anthology,aronchupa,2011-11-20,SEYOK1406001,3011,25.3,568692309.0,122845,20445148,66,1631093608,13001577,322088,36083677,431870913,191669152,27,13,,20,70235,,66426238,94346,235101,13205767,,1
seya,Les derniï¿½ï¿½res volontï¿½ï¿½s de Mozart (S,sativamusic,2022-12-02,DGA0M2330144,3017,25.3,159144858.0,35171,7779465,64,106347047,622153,68170,18218057,239495826,334769492,13,6397,,14,1172826,9,,,,,,0
la familia dedo de cuquï¿½,La Familia Dedo de Cuquï¿½ï¿½n - Si,cleo y cuquï¿½ï¿½n - familia tele,2023-12-10,QZZ8B2348977,3022,25.3,3560.0,,,,119311487,439743,,,,,,,,,,,,,,,,0
maybach (feat. future),Free Dem Boyz,42 dugg,2021-05-21,USUG12101418,3014,25.3,75717094.0,34136,5124318,55,216661579,1234087,24023,4773399,50774936,61994241,42,9269,,1,145,,82146544,17117,15809987,1103585,,1
epidemic,Epidemic,polo g,2020-09-25,USSM12005752,3013,25.3,171728710.0,72794,6961853,56,121946777,1186806,13022,826564,8566421,35431228,40,251,,7,10302,,14067701,6626,30172219,699585,,1
bouncy (k-hot chilli peppers),THE WORLD EP.2 : OUTLAW,ateez,2023-06-16,KRD442300010,3024,25.3,95981326.0,10042,3932343,66,143134654,1478912,42200,14351920,69044436,59307320,9,607,29,5,108835,22,875138,1544,,220808,,0
liquor & cigarettes (feat. arrdee),Liquor & Cigarettes (feat. ArrDee),chase & status,2023-09-15,GBUM72307879,3021,25.3,44316864.0,24103,5837265,,10388436,105979,,,,11253019,6,136,,9,285929,10,45325,84,2847220,261966,,0
pa,pa - Single,tini,2024-04-01,USHR12347039,3020,25.3,29604808.0,1636,6683447,72,28828792,677113,,,,8849214,15,588,,17,375284,11,35981,26,,144260,,0
my type,ICY,saweetie,2019-03-29,USWB11900833,3018,25.3,390907316.0,59994,18611146,67,302144296,3625031,1064153,248584113,2849728835,40917999,50,80,868,13,12315,26,163314957,129963,,3344298,,1
una bala,UNA BALA,milo j,2023-11-29,UYB282384014,3026,25.2,94097213.0,9345,4283676,,56612055,670867,,,,1644399457,1,1215,,1,231785,,34640,98,,118143,,0
ya pedo quiï¿½ï¿½n,Ya Pedo Quiï¿½ï¿½n Sabe - Si,grupo frontera,2024-03-07,FR96X2441011,3027,25.2,45905973.0,2184,4012784,,34714612,273830,,,,,11,1719,17,5,73612,1,2173096,348,,137018,,0
"she don't know (from ""blessed"")","She Don't Know (From ""Blessed"")",millind gaba,2019-01-09,INS181900027,3030,25.2,32433183.0,3830,877033,50,691599357,5063166,3139700,14220006,216883079,119641307,2,1,,,,,,,,200459,,0
take my name,Songs from 'For You',parmalee,2021-07-09,QMRSZ2101303,3032,25.2,120964748.0,18114,1669415,61,13919928,116035,76552,4369463,43546200,5849617,6,381075,428,,,,107276978,14900,919189,,,0
"rauw alejandro: bzrp music sessions, vol. 56","Rauw Alejandro: Bzrp Music Sessions, Vol. 56 - Single",bizarrap,2023-06-21,UYB282301037,3025,25.2,170834610.0,35849,20377164,65,7206357,63881,,,,,26,13249,40,13,83337,5,437698,159,,290293,,1
good feeling,Good Feeling EP,flo rida,2011-01-01,USAT21101961,3031,25.2,662305046.0,156823,60269717,72,722325299,3784855,48906,12510801,139200114,168462555,117,81073,73,62,551115,45,621115155,393941,,8744808,,0
